Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,PKwon,PKcon,OG,League Name,League ID,Season
Alexander Fransson,se SWE,MF,ch Basel,23,1994,3,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.4,,0,3,,2,3.00,1,0,+1,+9.00,+8.75,0,0,0,0,0,Champions-League,8,2017-2018
Fred,br BRA,MF,ua Shakhtar,24,1993,8,8,720,8.0,1,1,1,0,0,2,0,0.12,0.12,0.25,0.12,0.25,13,4,30.8,1.62,0.50,0.08,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,7,0,,0,1.88,11,11,0,0.00,,0,9,0,0,0,Champions-League,8,2017-2018
Fabian Frei,ch SUI,"MF,DF",ch Basel,28,1989,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,25.0,,2,0,,0,1.50,2,5,-3,-1.50,-2.50,0,2,0,0,0,Champions-League,8,2017-2018
Marco Friedl,at AUT,DF,de Bayern Munich,19,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,8.3,,1,0,,4,3.00,2,1,+1,+1.00,-0.18,0,0,0,0,0,Champions-League,8,2017-2018
Gabi,es ESP,MF,es Atlético Madrid,34,1983,5,4,347,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,0.78,0.26,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,64.3,,2,1,,1,1.40,4,2,+2,+0.52,+0.99,0,7,0,0,0,Champions-League,8,2017-2018
Nicolás Gaitán,ar ARG,MF,es Atlético Madrid,29,1988,4,1,123,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4,0,0.0,2.93,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,22.8,,0,3,,1,0.75,0,1,-1,-0.73,-1.16,0,2,0,0,0,Champions-League,8,2017-2018
Cristian Gamboa,cr CRC,DF,sct Celtic,27,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,16.7,,1,0,,1,0.00,0,3,-3,-3.00,-1.00,0,0,0,0,0,Champions-League,8,2017-2018
Kévin Gameiro,fr FRA,FW,es Atlético Madrid,30,1987,3,2,164,1.8,1,0,1,0,0,0,0,0.55,0.00,0.55,0.55,0.55,6,2,33.3,3.29,1.10,0.17,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,30.4,,0,1,,1,1.67,3,1,+2,+1.10,+1.34,0,2,0,0,0,Champions-League,8,2017-2018
Ganso,br BRA,MF,es Sevilla,27,1989,1,0,31,0.3,1,0,1,0,0,0,0,2.90,0.00,2.90,2.90,2.90,2,1,50.0,5.81,2.90,0.50,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3.4,,0,1,,2,1.00,1,0,+1,+2.90,+3.01,0,0,0,0,0,Champions-League,8,2017-2018
Gara Garayev,az AZE,MF,az Qarabağ FK,24,1992,6,6,520,5.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,0.52,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,96.3,,5,0,,0,1.25,2,11,-9,-1.56,+11.94,0,5,0,1,0,Champions-League,8,2017-2018
David de Gea,es ESP,GK,eng Manchester Utd,26,1990,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,75.0,,6,0,,0,2.17,11,3,+8,+1.33,+1.33,0,0,0,0,0,Champions-League,8,2017-2018
Johannes Geis,de GER,DF,es Sevilla,23,1993,2,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.99,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,10.1,,1,1,,3,2.00,3,3,0,0.00,0.00,0,0,0,0,0,Champions-League,8,2017-2018
Anthony Georgiou,cy CYP,MF,eng Tottenham,20,1997,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,0,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.8,,0,1,,1,3.00,0,0,0,0.00,-1.26,,0,,,,Champions-League,8,2017-2018
Pieter Gerkens,be BEL,"FW,MF",be Anderlecht,21,1995,5,5,404,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,0.67,0.22,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,74.8,,2,0,,1,0.60,2,12,-10,-2.23,+1.08,0,4,0,0,0,Champions-League,8,2017-2018
Gerson,br BRA,FW,it Roma,20,1997,6,2,220,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8,2,25.0,3.27,0.82,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,20.4,,0,4,,4,1.67,3,3,0,0.00,-0.21,0,7,0,0,0,Champions-League,8,2017-2018
Rachid Ghezzal,dz ALG,MF,fr Monaco,25,1992,4,2,142,1.6,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.63,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,26.3,,0,2,,0,0.25,0,4,-4,-2.54,-1.18,0,3,0,0,0,Champions-League,8,2017-2018
Faouzi Ghoulam,dz ALG,DF,it Napoli,26,1991,4,4,301,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.30,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,55.7,,3,0,,0,1.50,6,5,+1,+0.30,+0.68,0,5,1,1,0,Champions-League,8,2017-2018
Guillaume Gillet,be BEL,MF,gr Olympiacos,33,1984,4,3,250,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.36,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,46.3,,2,1,,1,1.17,3,7,-4,-1.44,+0.11,0,5,0,0,0,Champions-League,8,2017-2018
Olivier Giroud,fr FRA,FW,eng Chelsea,30,1986,1,1,67,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,1.34,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,9.3,,0,0,,1,0.00,0,3,-3,-4.03,-5.13,0,2,0,0,0,Champions-League,8,2017-2018
Kamil Glik,pl POL,DF,fr Monaco,29,1988,6,6,540,6.0,1,0,0,1,1,0,0,0.17,0.00,0.17,0.00,0.00,4,2,50.0,0.67,0.33,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,6,0,,0,0.33,6,16,-10,-1.67,,0,4,0,0,0,Champions-League,8,2017-2018
Denis Glushakov,ru RUS,MF,ru Spartak Moscow,30,1987,5,4,336,3.7,1,1,1,0,0,1,0,0.27,0.27,0.54,0.27,0.54,8,4,50.0,2.14,1.07,0.13,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,62.2,,3,1,,0,1.00,7,11,-4,-1.07,-1.07,0,0,0,0,0,Champions-League,8,2017-2018
Diego Godín,uy URU,DF,es Atlético Madrid,31,1986,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4,1,25.0,1.00,0.25,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,66.7,,4,0,,2,0.75,2,3,-1,-0.25,-1.25,0,2,0,0,0,Champions-League,8,2017-2018
Aleksandr Golovin,ru RUS,MF,ru CSKA Moscow,21,1996,6,6,537,6.0,0,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,11,1,9.1,1.84,0.17,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,99.4,,5,0,,0,2.10,8,10,-2,-0.34,-0.34,0,11,0,0,0,Champions-League,8,2017-2018
André Gomes,pt POR,MF,es Barcelona,24,1993,9,1,170,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,1.06,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,18.9,,1,8,,0,2.22,4,2,+2,+1.06,-0.05,0,3,0,0,0,Champions-League,8,2017-2018
Joe Gomez,eng ENG,DF,eng Liverpool,20,1997,5,4,371,4.1,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,31.7,,3,1,,2,2.00,13,5,+8,+1.94,+0.03,1,6,0,0,0,Champions-League,8,2017-2018
Maxime Gonalons,fr FRA,MF,it Roma,28,1989,6,3,309,3.4,0,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,2,1,50.0,0.58,0.29,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,28.6,,1,3,,4,1.17,10,7,+3,+0.87,+0.99,0,7,0,0,0,Champions-League,8,2017-2018
Diogo Gonçalves,pt POR,"FW,MF",pt Benfica,20,1997,4,4,267,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,7,2,28.6,2.36,0.67,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,49.4,,1,0,,0,0.00,0,5,-5,-1.69,+0.95,0,2,0,0,0,Champions-League,8,2017-2018
Gökhan Gönül,tr TUR,DF,tr Beşiktaş,32,1985,4,3,291,3.2,0,1,0,0,0,1,0,0.00,0.31,0.31,0.00,0.31,2,0,0.0,0.62,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,40.4,,3,1,,1,0.50,3,7,-4,-1.24,-1.87,0,4,0,0,1,Champions-League,8,2017-2018
Craig Gordon,sct SCO,GK,sct Celtic,34,1982,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,6,0,,0,1.33,5,18,-13,-2.17,,0,0,0,0,0,Champions-League,8,2017-2018
Astemir Gordyushenko,ru RUS,MF,ru CSKA Moscow,20,1997,2,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5.7,,0,2,,1,1.50,0,0,0,0.00,+0.35,0,3,0,0,0,Champions-League,8,2017-2018
Mario Götze,de GER,MF,de Dortmund,25,1992,5,4,370,4.1,0,1,0,0,0,0,0,0.00,0.24,0.24,0.00,0.24,7,1,14.3,1.70,0.24,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,68.5,,3,1,,0,0.40,4,6,-2,-0.49,+1.63,0,3,0,0,0,Champions-League,8,2017-2018
Antoine Griezmann,fr FRA,FW,es Atlético Madrid,26,1991,6,6,529,5.9,2,2,1,1,1,1,0,0.34,0.34,0.68,0.17,0.51,19,5,26.3,3.23,0.85,0.05,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,98.0,,5,0,,0,1.17,5,4,+1,+0.17,+0.17,0,2,0,0,0,Champions-League,8,2017-2018
Leigh Griffiths,sct SCO,FW,sct Celtic,26,1990,5,3,248,2.8,1,0,1,0,0,0,0,0.36,0.00,0.36,0.36,0.36,10,2,20.0,3.63,0.73,0.10,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,45.9,,1,2,,1,1.33,3,8,-5,-1.81,+0.65,0,2,0,0,0,Champions-League,8,2017-2018
Álex Grimaldo,es ESP,DF,pt Benfica,21,1995,4,4,321,3.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6,1,16.7,1.68,0.28,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,59.4,,2,0,,0,0.00,1,9,-8,-2.24,-0.19,0,0,0,0,0,Champions-League,8,2017-2018
Marko Grujić,rs SRB,MF,eng Liverpool,21,1996,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,18.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.4,,0,1,,0,3.00,1,0,+1,+18.00,+16.15,0,0,0,0,0,Champions-League,8,2017-2018
Raúl Gudiño,mx MEX,GK,cy APOEL FC,21,1996,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,8.3,,0,1,,5,1.00,1,1,0,0.00,+2.73,0,0,0,0,0,Champions-League,8,2017-2018
Raphaël Guerreiro,pt POR,"MF,DF",de Dortmund,23,1993,3,3,252,2.8,1,0,1,0,0,0,0,0.36,0.00,0.36,0.36,0.36,2,1,50.0,0.71,0.36,0.50,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,46.7,,2,0,,0,0.33,4,6,-2,-0.71,+0.54,0,2,0,0,0,Champions-League,8,2017-2018
Wilde-Donald Guerrier,ht HAI,"MF,FW",az Qarabağ FK,28,1989,6,4,354,3.9,0,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,7,1,14.3,1.78,0.25,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,65.6,,2,2,,0,1.25,1,11,-10,-2.54,-1.57,0,7,0,0,0,Champions-League,8,2017-2018
Péter Gulácsi,hu HUN,GK,de RB Leipzig,27,1990,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,6,0,,0,1.17,10,11,-1,-0.17,,0,0,0,0,0,Champions-League,8,2017-2018
İlkay Gündoğan,de GER,MF,eng Manchester City,26,1990,9,6,503,5.6,2,2,2,0,0,2,0,0.36,0.36,0.72,0.36,0.72,13,6,46.2,2.33,1.07,0.15,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,55.9,,3,3,,1,1.67,11,9,+2,+0.36,-1.00,0,3,0,0,0,Champions-League,8,2017-2018
Achraf Hakimi,ma MAR,DF,es Real Madrid,18,1998,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,15.4,,2,0,,2,0.50,2,4,-2,-1.00,-2.73,0,0,0,0,0,Champions-League,8,2017-2018
Marcel Halstenberg,de GER,DF,de RB Leipzig,25,1991,6,6,472,5.2,0,1,0,0,0,2,0,0.00,0.19,0.19,0.00,0.19,2,0,0.0,0.38,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,87.4,,4,0,,0,1.17,8,8,0,0.00,+1.32,0,6,0,0,0,Champions-League,8,2017-2018
Marek Hamšík,sk SVK,MF,it Napoli,30,1987,6,6,465,5.2,0,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,12,2,16.7,2.32,0.39,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,86.1,,2,0,,0,1.50,8,10,-2,-0.39,-2.79,0,3,0,0,0,Champions-League,8,2017-2018
Jasmin Handanović,si SVN,GK,si NK Maribor,39,1978,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,6,0,,0,1.33,3,16,-13,-2.17,,0,0,0,0,0,Champions-League,8,2017-2018
Sofiane Hanni,dz ALG,"MF,FW",be Anderlecht,26,1990,6,6,471,5.2,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,9,7,77.8,1.72,1.34,0.11,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,87.2,,3,0,,0,0.50,2,13,-11,-2.10,+3.12,0,4,0,0,0,Champions-League,8,2017-2018
Ridgeciano Haps,sr SUR,DF,nl Feyenoord,24,1993,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,66.7,,4,0,,0,0.00,3,9,-6,-1.50,0.00,0,2,0,0,0,Champions-League,8,2017-2018
Hamdi Harbaoui,tn TUN,FW,be Anderlecht,32,1985,2,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2.6,,0,2,,3,0.00,0,1,-1,-6.43,-4.03,0,0,0,0,0,Champions-League,8,2017-2018
Eden Hazard,be BEL,"FW,MF",eng Chelsea,26,1991,8,7,611,6.8,3,3,2,1,0,0,0,0.44,0.44,0.88,0.29,0.74,22,9,40.9,3.24,1.33,0.09,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,84.9,,3,1,,0,1.50,11,12,-1,-0.15,-5.10,0,5,0,0,0,Champions-League,8,2017-2018
Jordan Henderson,eng ENG,MF,eng Liverpool,27,1990,10,9,868,9.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,2,1,50.0,0.21,0.10,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,74.2,,8,1,,2,1.83,24,15,+9,+0.93,-3.84,0,14,0,0,0,Champions-League,8,2017-2018
Pedro Henrique,br BRA,MF,az Qarabağ FK,27,1990,4,4,281,3.1,1,0,1,0,0,1,1,0.32,0.00,0.32,0.32,0.32,6,3,50.0,1.92,0.96,0.17,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,52.0,,0,0,,0,0.50,2,8,-6,-1.92,+0.16,0,15,0,0,0,Champions-League,8,2017-2018
Lucas Hernández,fr FRA,DF,es Atlético Madrid,21,1996,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50.0,,3,0,,3,1.33,4,3,+1,+0.33,+0.33,0,5,1,0,0,Champions-League,8,2017-2018
Theo Hernández,fr FRA,DF,es Real Madrid,19,1997,3,1,131,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.69,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,11.2,,1,2,,9,2.00,3,2,+1,+0.69,-0.70,0,3,0,0,0,Champions-League,8,2017-2018
Ander Herrera,es ESP,MF,eng Manchester Utd,27,1989,6,5,376,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.48,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,52.2,,3,1,,0,2.17,8,3,+5,+1.20,+0.41,0,3,0,0,0,Champions-League,8,2017-2018
